family	galga	gasac	ornan	oryla	homsa	sacce	cioin	hydma	nemve	pedhu	ampqu	drome	anoca	musmu	apime	mondo	anoga	danre	loxaf	ciosa	tetni
ORTHOMCL952	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL951	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL950	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ORTHOMCL959	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL958	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL838	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL839	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL834	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL835	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL836	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ORTHOMCL830	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0
ORTHOMCL831	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL832	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0
ORTHOMCL833	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0
ORTHOMCL737	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ORTHOMCL1413	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ORTHOMCL736	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ORTHOMCL735	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0
ORTHOMCL734	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0
ORTHOMCL733	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
ORTHOMCL732	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
ORTHOMCL731	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
ORTHOMCL886	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ORTHOMCL636	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL637	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ORTHOMCL634	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL635	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ORTHOMCL633	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
ORTHOMCL630	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ORTHOMCL631	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ORTHOMCL638	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
ORTHOMCL639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ORTHOMCL1411	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ORTHOMCL498	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1
ORTHOMCL499	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL492	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0
ORTHOMCL493	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0
ORTHOMCL490	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL491	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1
ORTHOMCL496	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
ORTHOMCL497	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1
ORTHOMCL494	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
ORTHOMCL495	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0
ORTHOMCL128	1	2	0	1	2	0	1	1	1	1	0	1	1	2	1	2	1	1	2	1	2
ORTHOMCL129	2	2	1	2	1	0	2	0	2	0	0	1	2	2	0	1	1	1	1	1	2
ORTHOMCL122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ORTHOMCL123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ORTHOMCL120	1	2	3	2	2	0	1	1	1	0	1	0	1	2	0	2	0	1	2	1	2
ORTHOMCL121	1	2	1	2	1	0	1	0	1	1	1	1	1	1	1	1	1	4	0	1	3
ORTHOMCL126	1	2	1	2	2	0	0	0	0	1	0	1	2	1	1	2	1	3	2	0	2
ORTHOMCL127	1	2	1	2	2	0	1	0	2	1	0	1	1	1	0	2	1	1	2	1	2
ORTHOMCL124	0	2	1	2	1	0	2	0	1	1	0	1	1	2	1	2	1	2	1	1	2
ORTHOMCL125	2	1	2	0	1	0	2	3	0	1	0	1	2	2	1	2	1	1	2	0	0
ORTHOMCL302	1	0	0	0	1	0	0	1	1	2	0	1	2	1	1	1	1	0	1	0	0
ORTHOMCL303	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
ORTHOMCL300	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1
ORTHOMCL301	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	2	1	0	1
ORTHOMCL306	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1
ORTHOMCL307	0	1	0	1	0	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	1
ORTHOMCL304	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	2	1	0	2
ORTHOMCL305	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1
ORTHOMCL40	1	3	1	3	2	0	1	1	4	1	1	1	1	2	1	2	1	3	1	1	1
ORTHOMCL41	1	3	1	3	2	0	1	1	1	1	2	1	2	2	1	2	1	3	1	1	2
ORTHOMCL42	2	2	2	2	2	0	1	0	1	2	0	1	2	1	2	2	2	2	2	1	2
ORTHOMCL309	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1
ORTHOMCL44	2	1	3	1	2	0	1	1	1	1	0	2	2	3	1	3	1	1	3	1	1
ORTHOMCL45	1	3	2	3	1	0	1	2	0	1	0	1	2	2	1	2	1	2	2	1	3
ORTHOMCL46	2	2	2	3	2	0	1	2	1	2	1	1	0	1	1	3	1	1	2	1	2
ORTHOMCL47	2	2	1	2	3	0	1	0	0	1	0	1	1	3	1	3	1	2	3	1	2
ORTHOMCL548	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
ORTHOMCL549	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	1	0	0	0	0
ORTHOMCL540	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1
ORTHOMCL541	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
ORTHOMCL542	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL543	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2
ORTHOMCL544	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL545	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
ORTHOMCL546	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0
ORTHOMCL547	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
ORTHOMCL1171	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1170	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1173	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1172	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1175	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1174	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL1177	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1176	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1179	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1178	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL1374	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL1373	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL1371	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1370	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1379	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1378	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ORTHOMCL1209	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1208	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1207	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1206	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1205	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1204	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL1203	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1202	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1201	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1200	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1199	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1198	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1197	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1196	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1195	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1194	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1193	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ORTHOMCL1192	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1191	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1190	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL944	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL945	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL946	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL947	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL940	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL941	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL942	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL943	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL948	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL949	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL48	2	3	2	2	1	0	1	1	1	1	0	1	2	2	1	1	1	3	2	0	3
ORTHOMCL49	1	2	2	2	2	0	1	0	1	1	0	1	3	3	1	2	1	2	2	1	2
ORTHOMCL801	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL800	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL803	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL802	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
ORTHOMCL805	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL804	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL807	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL806	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL809	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL808	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL308	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1
ORTHOMCL43	2	4	2	3	2	0	1	0	0	1	0	1	2	1	1	2	1	3	2	0	3
ORTHOMCL159	1	2	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	3	1	1	2
ORTHOMCL158	1	1	1	2	1	0	0	0	0	1	0	1	2	2	1	2	1	2	2	1	1
ORTHOMCL157	1	1	1	2	1	0	0	0	1	1	0	1	2	2	1	1	1	3	1	0	2
ORTHOMCL156	2	1	2	1	1	0	0	0	1	1	0	1	2	1	0	2	1	2	2	0	2
ORTHOMCL155	1	2	2	2	2	0	0	0	0	0	0	0	1	5	0	0	0	3	2	0	2
ORTHOMCL154	2	0	3	2	2	0	1	1	1	0	0	2	2	1	0	2	0	0	2	1	0
ORTHOMCL153	1	2	2	2	2	0	0	1	1	1	0	1	2	0	1	1	1	1	1	0	2
ORTHOMCL152	0	3	1	1	1	0	1	1	1	1	0	0	1	0	1	2	1	3	2	0	2
ORTHOMCL151	1	2	0	2	1	0	0	0	1	1	0	1	1	2	1	2	1	3	1	0	2
ORTHOMCL150	1	2	2	3	2	0	1	0	0	0	0	0	1	2	0	1	0	2	2	1	2
ORTHOMCL799	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL798	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ORTHOMCL790	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL793	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL792	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL795	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL794	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
ORTHOMCL797	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL796	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL377	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	3	1	1	0
ORTHOMCL376	0	2	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	2	1	0	1
ORTHOMCL375	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ORTHOMCL374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ORTHOMCL373	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	1	0	1
ORTHOMCL372	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1
ORTHOMCL371	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1
ORTHOMCL370	0	2	1	2	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL57	1	2	1	4	0	0	0	2	1	1	2	1	2	1	1	1	1	2	2	1	4
ORTHOMCL56	1	2	1	2	1	0	1	1	1	1	2	1	2	2	1	2	1	2	2	1	3
ORTHOMCL55	1	3	2	3	2	0	0	1	1	2	1	1	0	1	1	2	1	3	1	1	3
ORTHOMCL54	2	2	2	2	2	0	0	1	2	1	1	1	2	1	1	2	1	2	2	1	2
ORTHOMCL53	1	3	2	2	2	0	1	0	0	1	0	2	2	2	1	2	1	3	2	1	2
ORTHOMCL52	1	3	1	3	1	0	2	0	2	2	0	2	1	1	2	1	1	2	1	1	3
ORTHOMCL379	1	0	1	1	2	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0
ORTHOMCL378	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	1	0	1	1	2	1
ORTHOMCL579	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0
ORTHOMCL578	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1
ORTHOMCL575	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0
ORTHOMCL574	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1
ORTHOMCL577	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1
ORTHOMCL576	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL571	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0
ORTHOMCL570	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1
ORTHOMCL573	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1
ORTHOMCL572	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1
ORTHOMCL209	1	1	1	1	1	0	0	0	0	1	0	2	1	1	1	1	2	1	1	1	1
ORTHOMCL208	1	1	1	0	2	0	0	0	0	1	0	1	1	2	1	2	1	1	2	0	1
ORTHOMCL203	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1
ORTHOMCL202	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
ORTHOMCL201	1	1	1	1	1	0	0	1	2	1	1	1	0	1	1	1	1	1	1	1	1
ORTHOMCL200	0	0	0	1	1	0	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
ORTHOMCL207	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL206	1	1	1	0	1	0	1	2	1	1	0	1	0	1	1	1	1	1	1	1	1
ORTHOMCL205	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	2	2	1	1	1
ORTHOMCL204	1	1	0	2	2	0	1	0	1	0	0	0	0	2	0	2	0	2	1	1	2
ORTHOMCL1342	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1343	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1340	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1341	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1346	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1347	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1344	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1345	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1348	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL1349	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORTHOMCL467	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1
ORTHOMCL466	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL465	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL464	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0
ORTHOMCL463	1	0	1	1	0	0	0	0	2	0	0	0	1	1	0	1	0	0	1	0	1
ORTHOMCL462	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL461	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1
ORTHOMCL460	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0
ORTHOMCL1238	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1239	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1232	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1233	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1230	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1231	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1236	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1237	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL1234	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ORTHOMCL1235	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL979	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL978	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL971	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL970	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL973	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL972	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL975	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL974	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL977	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL976	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL816	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL817	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL814	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL815	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL812	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL813	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ORTHOMCL811	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL818	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL819	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL148	1	1	1	1	1	0	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1
ORTHOMCL149	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL144	0	2	0	1	1	2	0	2	1	1	1	1	1	1	1	1	1	2	1	1	2
ORTHOMCL145	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
ORTHOMCL146	1	1	2	1	1	0	1	0	0	1	2	1	2	1	1	2	1	1	1	1	2
ORTHOMCL147	0	2	2	1	1	0	1	0	1	1	1	1	2	1	1	1	1	2	2	1	1
ORTHOMCL140	1	2	1	2	1	0	1	0	0	1	0	1	2	1	1	2	1	2	1	1	2
ORTHOMCL141	1	0	1	1	3	0	1	0	0	1	0	1	1	3	1	3	1	1	2	1	1
ORTHOMCL142	0	2	1	2	1	0	0	0	1	1	1	1	1	2	1	2	1	1	2	1	2
ORTHOMCL143	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
ORTHOMCL788	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ORTHOMCL789	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
ORTHOMCL786	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORTHOMCL787	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ORTHOMCL784	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORTHOMCL785	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
ORTHOMCL782	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
